DataSet;Project;Package;Class;Method;Smell;Multiclass;Severity;ATFD_method;FDP_method;MAXNESTING_method;LOC_method;CYCLO_method;NOLV_method;NOAV_method;FANOUT_method;CFNAMM_method;ATLD_method;CINT_method;CDISP_method;AMW_type;ATFD_type;CFNAMM_type;DIT_type;FANOUT_type;LCOM5_type;LOCNAMM_type;LOC_package;LOC_type;NIM_type;NOA_type;NOCS_package;NOCS_project;NOMNAMM_project;NOMNAMM_type;NOM_project;RFC_type;TCC_type;WMCNAMM_type;WMC_type;WOC_type;NOM_type;AMWNAMM_type;NOCS_type;NOM_package;NOMNAMM_package;LOCNAMM_package;LOC_project;LOCNAMM_project;NOAM_type;NOP_method;MaMCL_method;MeMCL_method;CLNAMM_method;num_not_final_not_static_attributes;number_private_visibility_attributes
long_method;BurningKnight;BurningKnight.debug;Console;Update(float dt);0;0;0;6;4;1;7;3;1;1;1;1;3;1;1;4;29;32;1;11;0.7;42;906;145;5;10;23;1577;2771;0;5064;34;0.4;20;20;1;5;0;0;36;27;216;90892;17991;0;1;3;3;0;6;7
large_class;BurningKnight;BurningKnight.debug;Console;;1;1;10;0;0;1;3;1;1;1;0;0;0;0;0;4;29;32;1;11;0.7;42;906;145;5;10;23;1577;2771;0;5064;34;0.4;20;20;1;5;0;0;36;27;216;90892;17991;0;1;0;0;0;6;7
long_method;BurningKnight;BurningKnight.debug;ConsoleCommand;AutoComplete(string input);0;0;0;0;0;0;3;1;1;1;0;0;0;0;0;1;3;0;1;0;1;13;906;17;2;3;23;1577;2771;2;5064;2;0;2;2;0.5;2;1;0;36;27;216;90892;17991;0;1;0;0;0;3;0
large_class;BurningKnight;BurningKnight.debug;ConsoleCommand;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1;3;0;1;0;1;13;906;17;2;3;23;1577;2771;2;5064;2;0;2;2;0.5;2;1;0;36;27;216;90892;17991;0;1;0;0;0;3;0
long_method;BurningKnight;BurningKnight.debug;DebugCommand;_Init();0;0;0;0;1;0;6;1;0;0;0;0;2;0;0;1;2;0;1;0;0;7;906;16;2;0;23;1577;2771;2;5064;5;0;2;2;0.5;2;1;0;36;27;216;90892;17991;0;0;0;0;0;0;0
long_method;BurningKnight;BurningKnight.debug;DebugCommand;Run(Console Console, string[] Args);0;0;0;2;1;0;3;1;2;2;0;0;2;0;0;1;2;0;1;0;0;7;906;16;2;0;23;1577;2771;2;5064;5;0;2;2;0.5;2;1;0;36;27;216;90892;17991;0;2;0;0;0;0;0
large_class;BurningKnight;BurningKnight.debug;DebugCommand;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1;2;0;1;0;0;7;906;16;2;0;23;1577;2771;2;5064;5;0;2;2;0.5;2;1;0;36;27;216;90892;17991;0;1;0;0;0;0;0
long_method;BurningKnight;BurningKnight.debug;DieCommand;_Init();0;0;0;0;1;0;6;1;0;0;0;0;2;0;0;1.5;3;2;1;2;0;7;906;18;2;0;23;1577;2771;2;5064;7;0;3;3;0.5;2;1.5;0;36;27;216;90892;17991;0;0;0;0;0;0;0
long_method;BurningKnight;BurningKnight.debug;DieCommand;Run(Console Console, string[] Args);0;0;0;3;3;1;5;2;2;2;2;2;7;2;1;1.5;3;2;1;2;0;7;906;18;2;0;23;1577;2771;2;5064;7;0;3;3;0.5;2;1.5;0;36;27;216;90892;17991;0;2;2;2;0;0;0
large_class;BurningKnight;BurningKnight.debug;DieCommand;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1.5;3;2;1;2;0;7;906;18;2;0;23;1577;2771;2;5064;7;0;3;3;0.5;2;1.5;0;36;27;216;90892;17991;0;1;0;0;0;0;0
long_method;BurningKnight;BurningKnight.debug;EntityCommand;Run(Console Console, string[] Args);0;0;0;2;1;0;3;1;2;2;0;0;0;0;0;1;2;0;1;0;0;7;906;10;1;0;23;1577;2771;1;5064;4;0;1;1;1;1;1;0;36;27;216;90892;17991;0;2;0;0;0;0;0
large_class;BurningKnight;BurningKnight.debug;EntityCommand;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1;2;0;1;0;0;7;906;10;1;0;23;1577;2771;1;5064;4;0;1;1;1;1;1;0;36;27;216;90892;17991;0;1;0;0;0;0;0
long_method;BurningKnight;BurningKnight.debug;ExploreCommand;Run(Console Console, string[] Args);0;0;0;3;3;1;7;2;4;4;0;0;7;0;0;2;3;0;1;0;0;7;906;14;1;0;23;1577;2771;1;5064;4;0;2;2;1;1;2;0;36;27;216;90892;17991;0;2;0;0;0;0;0
large_class;BurningKnight;BurningKnight.debug;ExploreCommand;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;2;3;0;1;0;0;7;906;14;1;0;23;1577;2771;1;5064;4;0;2;2;1;1;2;0;36;27;216;90892;17991;0;1;0;0;0;0;0
long_method;BurningKnight;BurningKnight.debug;GiveCommand;_Init();0;0;0;0;1;0;6;1;0;0;0;0;2;0;0;6;4;11;1;8;0;7;906;58;2;0;23;1577;2771;2;5064;16;0;12;12;0.5;2;6;0;36;27;216;90892;17991;0;0;0;0;0;0;0
long_method;BurningKnight;BurningKnight.debug;GiveCommand;Run(Console Console, string[] Args);1;2;5;4;5;3;45;11;10;10;8;11;23;11;0.7272727272727273;6;4;11;1;8;0;7;906;58;2;0;23;1577;2771;2;5064;16;0;12;12;0.5;2;6;0;36;27;216;90892;17991;0;2;2;2;0;0;0
large_class;BurningKnight;BurningKnight.debug;GiveCommand;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;6;4;11;1;8;0;7;906;58;2;0;23;1577;2771;2;5064;16;0;12;12;0.5;2;6;0;36;27;216;90892;17991;0;1;0;0;0;0;0
long_method;BurningKnight;BurningKnight.debug;GodModeCommand;_Init();0;0;0;0;1;0;6;1;0;0;0;0;2;0;0;2;7;3;1;3;0;7;906;24;2;0;23;1577;2771;2;5064;8;0;4;4;0.5;2;2;0;36;27;216;90892;17991;0;0;0;0;0;0;0
long_method;BurningKnight;BurningKnight.debug;GodModeCommand;Run(Console Console, string[] Args);0;0;0;7;4;1;11;3;4;4;3;3;12;3;1;2;7;3;1;3;0;7;906;24;2;0;23;1577;2771;2;5064;8;0;4;4;0.5;2;2;0;36;27;216;90892;17991;0;2;2;2;0;0;0
large_class;BurningKnight;BurningKnight.debug;GodModeCommand;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;2;7;3;1;3;0;7;906;24;2;0;23;1577;2771;2;5064;8;0;4;4;0.5;2;2;0;36;27;216;90892;17991;0;1;0;0;0;0;0
long_method;BurningKnight;BurningKnight.debug;HappeningCommand;Run(Console Console, string[] Args);1;1;4;2;3;2;20;4;5;5;5;7;12;7;0.7142857142857143;4;2;7;1;5;0;7;906;27;1;0;23;1577;2771;1;5064;11;0;4;4;1;1;4;0;36;27;216;90892;17991;0;2;2;2;0;0;0
large_class;BurningKnight;BurningKnight.debug;HappeningCommand;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;4;2;7;1;5;0;7;906;27;1;0;23;1577;2771;1;5064;11;0;4;4;1;1;4;0;36;27;216;90892;17991;0;1;0;0;0;0;0
long_method;BurningKnight;BurningKnight.debug;HealCommand;_Init();0;0;0;0;1;0;6;1;0;0;0;0;2;0;0;1.5;3;2;1;2;0;7;906;19;2;0;23;1577;2771;2;5064;7;0;3;3;0.5;2;1.5;0;36;27;216;90892;17991;0;0;0;0;0;0;0
long_method;BurningKnight;BurningKnight.debug;HealCommand;Run(Console Console, string[] Args);0;0;0;3;4;1;6;2;3;3;2;2;9;2;1;1.5;3;2;1;2;0;7;906;19;2;0;23;1577;2771;2;5064;7;0;3;3;0.5;2;1.5;0;36;27;216;90892;17991;0;2;2;2;0;0;0
large_class;BurningKnight;BurningKnight.debug;HealCommand;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1.5;3;2;1;2;0;7;906;19;2;0;23;1577;2771;2;5064;7;0;3;3;0.5;2;1.5;0;36;27;216;90892;17991;0;1;0;0;0;0;0
long_method;BurningKnight;BurningKnight.debug;HurtCommand;_Init();0;0;0;0;1;0;6;1;0;0;0;0;2;0;0;1.5;3;2;1;2;0;7;906;18;2;0;23;1577;2771;2;5064;7;0;3;3;0.5;2;1.5;0;36;27;216;90892;17991;0;0;0;0;0;0;0
long_method;BurningKnight;BurningKnight.debug;HurtCommand;Run(Console Console, string[] Args);0;0;0;3;3;1;5;2;2;2;2;2;7;2;1;1.5;3;2;1;2;0;7;906;18;2;0;23;1577;2771;2;5064;7;0;3;3;0.5;2;1.5;0;36;27;216;90892;17991;0;2;2;2;0;0;0
large_class;BurningKnight;BurningKnight.debug;HurtCommand;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1.5;3;2;1;2;0;7;906;18;2;0;23;1577;2771;2;5064;7;0;3;3;0.5;2;1.5;0;36;27;216;90892;17991;0;1;0;0;0;0;0
long_method;BurningKnight;BurningKnight.debug;LevelCommand;_Init();0;0;0;0;1;0;6;1;0;0;0;0;2;0;0;1.5;0;1;1;1;0;7;906;18;2;0;23;1577;2771;2;5064;6;0;3;3;0.5;2;1.5;0;36;27;216;90892;17991;0;0;0;0;0;0;0
long_method;BurningKnight;BurningKnight.debug;LevelCommand;Run(Console Console, string[] Args);0;0;0;0;2;1;5;2;2;2;1;1;4;1;1;1.5;0;1;1;1;0;7;906;18;2;0;23;1577;2771;2;5064;6;0;3;3;0.5;2;1.5;0;36;27;216;90892;17991;0;2;2;2;0;0;0
large_class;BurningKnight;BurningKnight.debug;LevelCommand;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1.5;0;1;1;1;0;7;906;18;2;0;23;1577;2771;2;5064;6;0;3;3;0.5;2;1.5;0;36;27;216;90892;17991;0;1;0;0;0;0;0
long_method;BurningKnight;BurningKnight.debug;LevelLayerDebug;Render();1;1;4;2;2;1;34;5;0;0;1;5;13;17;0.058823529411764705;5;13;5;1;1;0;14;906;48;0;11;23;1577;2771;0;5064;6;0;5;5;1;1;0;0;36;27;216;90892;17991;0;0;2;2;0;0;0
large_class;BurningKnight;BurningKnight.debug;LevelLayerDebug;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;5;13;5;1;1;0;14;906;48;0;11;23;1577;2771;0;5064;6;0;5;5;1;1;0;0;36;27;216;90892;17991;0;1;0;0;0;0;0
long_method;BurningKnight;BurningKnight.debug;LootTableEditor;Render();1;3;6;16;9;3;121;20;2;2;6;28;17;45;0.13333333333333333;20;22;28;1;6;0;10;906;131;0;6;23;1577;2771;0;5064;29;0;20;20;1;1;0;0;36;27;216;90892;17991;0;0;3;2.111111111111111;0;0;6
large_class;BurningKnight;BurningKnight.debug;LootTableEditor;;1;1;10;0;0;1;3;1;1;1;0;0;0;0;0;20;22;28;1;6;0;10;906;131;0;6;23;1577;2771;0;5064;29;0;20;20;1;1;0;0;36;27;216;90892;17991;0;1;0;0;0;0;6
long_method;BurningKnight;BurningKnight.debug;PassableCommand;Run(Console Console, string[] Args);0;0;0;2;1;0;3;1;2;2;0;0;2;0;0;1;2;0;1;0;0;7;906;10;1;0;23;1577;2771;1;5064;4;0;1;1;1;1;1;0;36;27;216;90892;17991;0;2;0;0;0;0;0
large_class;BurningKnight;BurningKnight.debug;PassableCommand;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1;2;0;1;0;0;7;906;10;1;0;23;1577;2771;1;5064;4;0;1;1;1;1;1;0;36;27;216;90892;17991;0;1;0;0;0;0;0
long_method;BurningKnight;BurningKnight.debug;PoolEditor;Render();1;3;6;35;13;4;111;21;1;1;4;25;28;46;0.08695652173913043;21;43;25;1;4;0;12;906;123;0;8;23;1577;2771;0;5064;26;0;21;21;1;1;0;0;36;27;216;90892;17991;0;0;3;2.0434782608695654;0;0;7
large_class;BurningKnight;BurningKnight.debug;PoolEditor;;1;1;10;0;0;1;3;1;1;1;0;0;0;0;0;21;43;25;1;4;0;12;906;123;0;8;23;1577;2771;0;5064;26;0;21;21;1;1;0;0;36;27;216;90892;17991;0;1;0;0;0;0;7
long_method;BurningKnight;BurningKnight.debug;SaveCommand;Run(Console console, string[] args);1;1;4;14;5;1;63;12;6;6;4;4;14;17;0.23529411764705882;12;14;4;1;4;0;7;906;70;1;0;23;1577;2771;1;5064;8;0;12;12;1;1;12;0;36;27;216;90892;17991;0;2;2;2;0;0;0
large_class;BurningKnight;BurningKnight.debug;SaveCommand;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;12;14;4;1;4;0;7;906;70;1;0;23;1577;2771;1;5064;8;0;12;12;1;1;12;0;36;27;216;90892;17991;0;1;0;0;0;0;0
long_method;BurningKnight;BurningKnight.debug;SpawnCommand;Run(Console Console, string[] Args);1;1;4;7;7;3;26;5;6;6;5;5;16;8;625;5;7;5;1;5;0;7;906;33;1;0;23;1577;2771;1;5064;9;0;5;5;1;1;5;0;36;27;216;90892;17991;0;2;3;2.25;0;0;0
large_class;BurningKnight;BurningKnight.debug;SpawnCommand;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;5;7;5;1;5;0;7;906;33;1;0;23;1577;2771;1;5064;9;0;5;5;1;1;5;0;36;27;216;90892;17991;0;1;0;0;0;0;0
long_method;BurningKnight;BurningKnight.debug;TileCommand;Run(Console Console, string[] Args);0;0;0;1;1;1;9;2;3;3;1;2;7;2;0.5;2;1;2;1;1;0;7;906;16;1;0;23;1577;2771;1;5064;6;0;2;2;1;1;2;0;36;27;216;90892;17991;0;2;2;2;0;0;0
large_class;BurningKnight;BurningKnight.debug;TileCommand;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;2;1;2;1;1;0;7;906;16;1;0;23;1577;2771;1;5064;6;0;2;2;1;1;2;0;36;27;216;90892;17991;0;1;0;0;0;0;0
long_method;BurningKnight;BurningKnight.debug;ZoomCommand;_Init();0;0;0;0;1;0;6;1;0;0;0;0;2;0;0;1.5;3;3;1;3;0;7;906;21;2;0;23;1577;2771;2;5064;8;0;3;3;0.5;2;1.5;0;36;27;216;90892;17991;0;0;0;0;0;0;0
long_method;BurningKnight;BurningKnight.debug;ZoomCommand;Run(Console Console, string[] Args);0;0;0;3;3;1;8;2;3;3;3;3;2;3;1;1.5;3;3;1;3;0;7;906;21;2;0;23;1577;2771;2;5064;8;0;3;3;0.5;2;1.5;0;36;27;216;90892;17991;0;2;3;2.3333333333333335;0;0;0
large_class;BurningKnight;BurningKnight.debug;ZoomCommand;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1.5;3;3;1;3;0;7;906;21;2;0;23;1577;2771;2;5064;8;0;3;3;0.5;2;1.5;0;36;27;216;90892;17991;0;1;0;0;0;0;0
long_method;BurningKnight;BurningKnight.entity;BlankMaker;Make(Vector2 where, Area area, float r = Radius);1;1;4;6;4;2;27;7;8;8;5;7;18;7;0.7142857142857143;7;7;7;1;5;0;4;504;31;0;1;8;1577;2771;0;5064;8;0;7;7;1;1;0;0;18;10;94;90892;17991;0;3;3;2.0833333333333335;0;0;0
large_class;BurningKnight;BurningKnight.entity;BlankMaker;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;7;7;7;1;5;0;4;504;31;0;1;8;1577;2771;0;5064;8;0;7;7;1;1;0;0;18;10;94;90892;17991;0;1;0;0;0;0;0
long_method;BurningKnight;BurningKnight.entity;Cursor;Init();0;0;0;11;4;1;25;2;0;0;2;3;7;11;0.18181818181818182;8.5;52;6;1;5;0.5416666666666667;16;504;157;4;8;8;1577;2771;1;5064;74;0.3333333333333333;34;34;1;4;34;0;18;10;94;90892;17991;0;0;3;2.9;0;7;6
long_method;BurningKnight;BurningKnight.entity;Cursor;Jump(Camera.Target target);0;0;0;0;0;0;5;1;1;1;0;0;0;0;0;8.5;52;6;1;5;0.5416666666666667;16;504;157;4;8;8;1577;2771;1;5064;74;0.3333333333333333;34;34;1;4;34;0;18;10;94;90892;17991;0;1;0;0;0;7;6
long_method;BurningKnight;BurningKnight.entity;Cursor;Render();0;0;0;7;6;1;14;3;1;1;0;0;9;0;0;8.5;52;6;1;5;0.5416666666666667;16;504;157;4;8;8;1577;2771;1;5064;74;0.3333333333333333;34;34;1;4;34;0;18;10;94;90892;17991;0;0;2;2;0;7;6
long_method;BurningKnight;BurningKnight.entity;Cursor;Update(float dt);1;3;6;26;17;6;97;28;14;14;3;3;35;3;1;8.5;52;6;1;5;0.5416666666666667;16;504;157;4;8;8;1577;2771;1;5064;74;0.3333333333333333;34;34;1;4;34;0;18;10;94;90892;17991;0;1;3;2.2941176470588234;0;7;6
large_class;BurningKnight;BurningKnight.entity;Cursor;;1;1;10;0;0;1;3;1;1;1;0;0;0;0;0;8.5;52;6;1;5;0.5416666666666667;16;504;157;4;8;8;1577;2771;1;5064;74;0.3333333333333333;34;34;1;4;34;0;18;10;94;90892;17991;0;1;0;0;0;7;6
long_method;BurningKnight;BurningKnight.entity;ExplosionMaker;BreakRock(Level level, Dot ww, int x, int y, Tile l);1;1;4;14;4;1;20;6;7;7;7;12;28;12;0.5833333333333334;7.4;69;52;1;26;0;6;504;176;0;0;8;1577;2771;5;5064;44;0;37;37;1;5;7.4;0;18;10;94;90892;17991;0;5;3;2.0833333333333335;0;0;0
long_method;BurningKnight;BurningKnight.entity;ExplosionMaker;CheckForCracks(Level level, Room room, Entity who);1;1;4;7;2;4;11;6;5;10;1;3;32;2;0.5;7.4;69;52;1;26;0;6;504;176;0;0;8;1577;2771;5;5064;44;0;37;37;1;5;7.4;0;18;10;94;90892;17991;0;3;2;2;1;0;0
long_method;BurningKnight;BurningKnight.entity;ExplosionMaker;DiscoverCrack(Entity who, Level level, int x, int y);0;0;0;3;3;0;18;1;5;15;3;9;33;9;0.3333333333333333;7.4;69;52;1;26;0;6;504;176;0;0;8;1577;2771;5;5064;44;0;37;37;1;5;7.4;0;18;10;94;90892;17991;0;4;2;2;1;0;0
long_method;BurningKnight;BurningKnight.entity;ExplosionMaker;LightUp(float X, float Y);1;1;4;3;2;3;18;4;10;10;2;3;15;4;0.5;7.4;69;52;1;26;0;6;504;176;0;0;8;1577;2771;5;5064;44;0;37;37;1;5;7.4;0;18;10;94;90892;17991;0;2;2;2;0;0;0
long_method;BurningKnight;BurningKnight.entity;ExplosionMaker;Make(Entity whoHurts, float hurtRadius = 32f, bool leave = true, Vec2 where = null, float damage = 16, float scale = 1, bool damageOwner = true);1;3;6;42;14;5;103;20;29;41;13;25;109;27;0.48148148148148145;7.4;69;52;1;26;0;6;504;176;0;0;8;1577;2771;5;5064;44;0;37;37;1;5;7.4;0;18;10;94;90892;17991;0;7;3;2.161290322580645;2;0;0
large_class;BurningKnight;BurningKnight.entity;ExplosionMaker;;1;1;10;0;0;1;3;1;1;1;0;0;0;0;0;7.4;69;52;1;26;0;6;504;176;0;0;8;1577;2771;5;5064;44;0;37;37;1;5;7.4;0;18;10;94;90892;17991;0;1;0;0;0;0;0
large_class;BurningKnight;BurningKnight.entity;Layers;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;0;24;0;1;0;0;28;504;28;0;24;8;1577;2771;0;5064;0;0;0;0;0;0;0;0;18;10;94;90892;17991;0;1;0;0;0;0;0
long_method;BurningKnight;BurningKnight.entity;Lego;AddComponents();0;0;0;2;4;0;17;1;2;2;3;5;8;7;0.42857142857142855;3;5;10;1;7;0;3;504;33;2;0;8;1577;2771;2;5064;76;0;6;6;1;2;3;0;18;10;94;90892;17991;0;0;2;2;0;0;0
long_method;BurningKnight;BurningKnight.entity;Lego;HandleEvent(Event e);0;0;0;3;4;3;13;5;1;1;4;5;12;5;0.8;3;5;10;1;7;0;3;504;33;2;0;8;1577;2771;2;5064;76;0;6;6;1;2;3;0;18;10;94;90892;17991;0;1;3;2.1666666666666665;0;0;0
large_class;BurningKnight;BurningKnight.entity;Lego;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;3;5;10;1;7;0;3;504;33;2;0;8;1577;2771;2;5064;76;0;6;6;1;2;3;0;18;10;94;90892;17991;0;1;0;0;0;0;0
long_method;BurningKnight;BurningKnight.entity;RenderTrigger;Render();0;0;0;1;1;1;8;3;0;0;1;1;2;1;1;3;3;1;1;1;0;23;504;31;1;2;8;1577;2771;0;5064;68;0;3;3;1;1;0;0;18;10;94;90892;17991;0;0;0;0;0;2;1
large_class;BurningKnight;BurningKnight.entity;RenderTrigger;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;3;3;1;1;1;0;23;504;31;1;2;8;1577;2771;0;5064;68;0;3;3;1;1;0;0;18;10;94;90892;17991;0;1;0;0;0;2;1
long_method;BurningKnight;BurningKnight.entity;RenderTriggerManager;Add(RenderTrigger trigger);0;0;0;1;1;0;4;1;1;1;2;2;3;2;1;2.6666666666666665;13;5;1;4;0;11;504;36;3;2;8;1577;2771;0;5064;6;1;8;8;1;3;0;0;18;10;94;90892;17991;0;1;3;2.5;0;2;2
long_method;BurningKnight;BurningKnight.entity;RenderTriggerManager;Destroy();0;0;0;2;1;1;6;2;0;0;1;1;4;1;1;2.6666666666666665;13;5;1;4;0;11;504;36;3;2;8;1577;2771;0;5064;6;1;8;8;1;3;0;0;18;10;94;90892;17991;0;0;3;3;0;2;2
long_method;BurningKnight;BurningKnight.entity;RenderTriggerManager;Update();0;0;0;8;1;2;15;5;0;0;1;2;6;1;1;2.6666666666666665;13;5;1;4;0;11;504;36;3;2;8;1577;2771;0;5064;6;1;8;8;1;3;0;0;18;10;94;90892;17991;0;0;3;3;1;2;2
large_class;BurningKnight;BurningKnight.entity;RenderTriggerManager;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;2.6666666666666665;13;5;1;4;0;11;504;36;3;2;8;1577;2771;0;5064;6;1;8;8;1;3;0;0;18;10;94;90892;17991;0;1;0;0;0;2;2
long_method;BurningKnight;BurningKnight.entity;SpawnPoint;AddComponents();0;0;0;1;1;0;4;1;0;0;2;2;3;2;1;1.5;4;3;1;3;0;3;504;12;2;0;8;1577;2771;2;5064;74;0;3;3;1;2;1.5;0;18;10;94;90892;17991;0;0;2;2;0;0;0
long_method;BurningKnight;BurningKnight.entity;SpawnPoint;Render();0;0;0;3;4;1;5;2;0;0;1;1;0;1;1;1.5;4;3;1;3;0;3;504;12;2;0;8;1577;2771;2;5064;74;0;3;3;1;2;1.5;0;18;10;94;90892;17991;0;0;3;3;0;0;0
large_class;BurningKnight;BurningKnight.entity;SpawnPoint;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1.5;4;3;1;3;0;3;504;12;2;0;8;1577;2771;2;5064;74;0;3;3;1;2;1.5;0;18;10;94;90892;17991;0;1;0;0;0;0;0
data_class;BurningKnight;BurningKnight.entity.component;StatsComponent;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;5.25;33;10;1;8;375;45;3479;154;4;16;54;1577;2779;0;5064;24;1;21;21;1;4;0;0;177;52;825;90892;17991;0;1;0;0;0;16;7
data_class;BurningKnight;BurningKnight.entity.component;TextGraphicsComponent;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;2;11;1;1;1;0;14;3479;28;1;4;54;1577;2779;0;5064;16;0;2;2;1;1;0;0;177;52;825;90892;17991;0;1;0;0;0;4;1
large_class;BurningKnight;BurningKnight.entity.creature.player;HeartsComponent;;1;1;10;0;0;1;3;1;1;1;0;0;0;0;0;3.6666666666666665;24;24;1;17;0.3999999999999999;42;2926;182;6;5;25;1577;2771;0;5064;32;0.9333333333333333;22;22;1;6;0;0;111;50;337;90892;17991;0;1;0;0;0;3;3
large_class;BurningKnight;BurningKnight.entity.creature.player;PlayerInputComponent;;1;2;11;0;0;1;3;1;1;1;0;0;0;0;0;25.666666666666668;89;42;1;22;0.5;19;2926;314;3;7;25;1577;2771;1;5064;49;0;77;77;1;3;77;0;111;50;337;90892;17991;0;1;0;0;0;4;4
large_class;BurningKnight;BurningKnight.entity.door;ConditionLock;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;2.5;1;10;1;5;0.6666666666666667;12;1909;45;4;1;52;1577;2771;3;5064;92;0;10;10;0.5;4;3.3333333333333335;0;196;144;433;90892;17991;0;1;0;0;0;1;1
large_class;BurningKnight;BurningKnight.entity.door;HeadDoor;;1;1;10;0;0;1;3;1;1;1;0;0;0;0;0;1.8181818181818181;6;14;4;10;0.75;19;1909;106;9;2;52;1577;2771;8;5064;123;0.027777777777777776;20;20;0.45454545454545453;11;2.5;1;196;144;433;90892;17991;0;1;0;0;0;2;2
large_class;BurningKnight;BurningKnight.entity.door;ScourgedDoor;;1;1;10;0;0;1;3;1;1;1;0;0;0;0;0;2.1666666666666665;9;15;4;11;0.8181818181818181;16;1909;86;12;2;52;1577;2771;9;5064;127;0.05454545454545454;26;26;0.4166666666666667;12;2.888888888888889;0;196;144;433;90892;17991;0;1;0;0;0;2;2
large_class;BurningKnight;BurningKnight.entity.door;VerticalShopDoor;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;0;0;0;5;0;0;5;1909;5;0;0;52;1577;2771;0;5064;115;0;0;0;0;0;0;0;196;144;433;90892;17991;0;1;0;0;0;0;0
large_class;BurningKnight;BurningKnight.entity.events;BuffRemovedEvent;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;0;1;0;1;0;0;3;272;3;0;1;50;1577;2771;0;5064;1;0;0;0;0;0;0;0;3;1;221;90892;17991;0;1;0;0;0;1;0
large_class;BurningKnight;BurningKnight.entity.events;ConsumableRemovedEvent;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;0;3;0;1;0;0;5;272;5;0;3;50;1577;2771;0;5064;1;0;0;0;0;0;0;0;3;1;221;90892;17991;0;1;0;0;0;3;0
large_class;BurningKnight;BurningKnight.entity.events;DiedEvent;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;0;3;0;1;0;0;5;272;5;0;3;50;1577;2771;0;5064;1;0;0;0;0;0;0;0;3;1;221;90892;17991;0;1;0;0;0;3;0
large_class;BurningKnight;BurningKnight.entity.events;ItemCheckEvent;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;0;3;0;1;0;0;5;272;5;0;3;50;1577;2771;0;5064;1;0;0;0;0;0;0;0;3;1;221;90892;17991;0;1;0;0;0;3;0
large_class;BurningKnight;BurningKnight.entity.events;MobTargetChange;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;0;3;0;1;0;0;5;272;5;0;3;50;1577;2771;0;5064;1;0;0;0;0;0;0;0;3;1;221;90892;17991;0;1;0;0;0;3;0
large_class;BurningKnight;BurningKnight.entity.events;ProjectileCreatedEvent;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;0;3;0;1;0;0;5;272;5;0;3;50;1577;2771;0;5064;1;0;0;0;0;0;0;0;3;1;221;90892;17991;0;1;0;0;0;3;0
large_class;BurningKnight;BurningKnight.entity.events;QuackEvent;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;0;1;0;1;0;0;3;272;3;0;1;50;1577;2771;0;5064;1;0;0;0;0;0;0;0;3;1;221;90892;17991;0;1;0;0;0;1;0
large_class;BurningKnight;BurningKnight.entity.events;SaveStartedEvent;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;0;0;0;1;0;0;3;272;3;0;0;50;1577;2771;0;5064;1;0;0;0;0;0;0;0;3;1;221;90892;17991;0;1;0;0;0;0;0
large_class;BurningKnight;BurningKnight.entity.events;SecretRoomFoundEvent;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;0;1;0;1;0;0;3;272;3;0;1;50;1577;2771;0;5064;1;0;0;0;0;0;0;0;3;1;221;90892;17991;0;1;0;0;0;1;0
